cond_profile,protocol,scheme,metric,value,Q1,Q3,IQR,lower_bound,upper_bound,group_mean,group_median,timestamp,ratio_to_mean
adverse,WireGuard,hybrid,handshake_ms,11684.89,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:02:13-05:00,1.76
adverse,WireGuard,hybrid,handshake_ms,11680.8,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:46:02-05:00,1.76
adverse,WireGuard,hybrid,handshake_ms,11676.1,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:51:48-05:00,1.76
adverse,WireGuard,hybrid,handshake_ms,11662.72,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:05:26-05:00,1.76
adverse,WireGuard,hybrid,handshake_ms,11648.39,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:26:17-05:00,1.76
adverse,WireGuard,hybrid,handshake_ms,11627.05,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:09:41-05:00,1.75
adverse,WireGuard,hybrid,handshake_ms,11603.69,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T18:04:03-05:00,1.75
adverse,WireGuard,hybrid,handshake_ms,11587.89,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:36:33-05:00,1.75
adverse,WireGuard,hybrid,handshake_ms,11584.39,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:46:29-05:00,1.75
adverse,WireGuard,hybrid,handshake_ms,11548.38,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:26:06-05:00,1.74
adverse,WireGuard,hybrid,handshake_ms,11519.3,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T18:20:47-05:00,1.74
adverse,WireGuard,hybrid,handshake_ms,11509.72,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:46:55-05:00,1.74
adverse,WireGuard,hybrid,handshake_ms,11508.76,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:08:42-05:00,1.74
adverse,WireGuard,hybrid,handshake_ms,11503.91,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:11:25-05:00,1.74
adverse,WireGuard,hybrid,handshake_ms,11493.5,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:36:49-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11478.58,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T18:12:24-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11469.33,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:20:02-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11464.86,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:07:44-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11464.47,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:12:47-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11461.61,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:19:25-05:00,1.73
adverse,WireGuard,hybrid,handshake_ms,11424.22,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:33:05-05:00,1.72
adverse,WireGuard,hybrid,handshake_ms,11365.26,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:10:18-05:00,1.71
adverse,WireGuard,hybrid,handshake_ms,11299.04,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T16:48:45-05:00,1.7
local,OpenVPN,classic,handshake_ms,1167.85,674.09,716.09,42.0,254.06,1136.12,694.13,696.66,2025-10-24T11:13:17-05:00,1.68
highlat,IPsec,hybrid,handshake_ms,2345.02,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:34:08-05:00,1.64
highlat,IPsec,hybrid,handshake_ms,2316.38,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:14:16-05:00,1.62
highlat,IPsec,hybrid,handshake_ms,2302.59,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:02:05-05:00,1.61
highlat,IPsec,hybrid,handshake_ms,2293.59,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:54:42-05:00,1.6
highlat,IPsec,hybrid,handshake_ms,2285.86,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:11:24-05:00,1.6
highlat,IPsec,hybrid,handshake_ms,2281.39,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:07:59-05:00,1.6
highlat,IPsec,hybrid,handshake_ms,2277.26,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:47:13-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2275.41,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:29:27-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2271.54,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:20:41-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2271.37,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:56:01-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2268.82,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:13:03-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2265.42,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:29:02-05:00,1.59
highlat,IPsec,hybrid,handshake_ms,2264.8,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:07:15-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2263.83,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:45:07-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2262.83,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:59:33-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2262.76,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:31:46-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2262.22,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:51:48-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2262.16,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:30:11-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2261.41,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:45:21-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2260.26,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:00:09-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2259.77,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:15:08-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2258.82,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:22:48-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2258.38,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:11:15-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2258.13,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:16:16-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2257.97,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:19:14-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2257.12,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:33:13-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2256.97,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:51:43-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2254.39,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:53:41-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2253.89,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:49:51-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2253.77,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:44:41-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2252.97,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:26:02-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2252.95,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:28:50-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2252.25,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:10:50-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2252.12,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:09:56-05:00,1.58
highlat,IPsec,hybrid,handshake_ms,2249.36,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:23:59-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2249.22,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:20:46-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2248.94,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:15:20-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2248.78,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:31:50-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2248.22,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:55:22-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2247.16,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:20:11-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2245.83,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:05:57-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2245.53,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:46:01-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2245.2,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:25:35-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2244.11,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:53:43-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2244.08,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:14:47-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2242.13,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:21:43-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2242.12,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:56:54-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2241.8,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:55:01-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2241.07,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:21:11-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2239.83,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:44:04-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2239.16,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:37:57-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2238.14,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:26:33-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2237.87,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:23:46-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2237.73,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:29:50-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2236.98,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:49:56-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2236.93,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:47:59-05:00,1.57
highlat,IPsec,hybrid,handshake_ms,2235.27,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:44:25-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2234.96,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:07:38-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2233.31,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:30:28-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2232.11,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:37:16-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2226.74,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:29:48-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2226.45,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:42:12-05:00,1.56
highlat,IPsec,hybrid,handshake_ms,2218.18,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:08:33-05:00,1.55
highlat,IPsec,hybrid,handshake_ms,2218.01,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:33:47-05:00,1.55
highlat,IPsec,classic,handshake_ms,2392.46,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:52:49-05:00,1.47
highlat,IPsec,classic,handshake_ms,2381.63,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:10:42-05:00,1.46
realistic,OpenVPN,classic,handshake_ms,1658.93,1112.21,1159.61,47.4,638.24,1633.58,1136.4,1136.63,2025-10-24T12:23:15-05:00,1.46
highlat,IPsec,classic,handshake_ms,2378.75,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:26:58-05:00,1.46
highlat,IPsec,classic,handshake_ms,2376.4,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:43:18-05:00,1.46
highlat,IPsec,classic,handshake_ms,2375.72,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:23:06-05:00,1.46
highlat,IPsec,classic,handshake_ms,2374.85,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:52:23-05:00,1.46
highlat,IPsec,classic,handshake_ms,2370.57,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:53:45-05:00,1.45
highlat,IPsec,classic,handshake_ms,2366.37,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:08:01-05:00,1.45
highlat,IPsec,classic,handshake_ms,2364.51,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:24:25-05:00,1.45
highlat,IPsec,classic,handshake_ms,2364.15,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:45:59-05:00,1.45
highlat,IPsec,classic,handshake_ms,2363.44,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:31:53-05:00,1.45
highlat,IPsec,classic,handshake_ms,2362.37,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:11:09-05:00,1.45
highlat,IPsec,classic,handshake_ms,2360.74,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T15:01:37-05:00,1.45
highlat,IPsec,classic,handshake_ms,2354.84,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:05:24-05:00,1.44
highlat,IPsec,classic,handshake_ms,2354.28,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:17:30-05:00,1.44
highlat,IPsec,classic,handshake_ms,2351.5,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:45:35-05:00,1.44
highlat,IPsec,classic,handshake_ms,2350.3,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:26:34-05:00,1.44
highlat,IPsec,classic,handshake_ms,2349.88,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:32:26-05:00,1.44
realistic,OpenVPN,classic,handshake_ms,1636.41,1112.21,1159.61,47.4,638.24,1633.58,1136.4,1136.63,2025-10-24T12:23:20-05:00,1.44
highlat,IPsec,classic,handshake_ms,2344.1,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:51:35-05:00,1.44
highlat,IPsec,classic,handshake_ms,2340.98,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:41:03-05:00,1.44
highlat,IPsec,classic,handshake_ms,2338.97,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:15:33-05:00,1.43
highlat,IPsec,classic,handshake_ms,2336.78,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:55:30-05:00,1.43
highlat,IPsec,classic,handshake_ms,2335.14,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:56:21-05:00,1.43
highlat,IPsec,classic,handshake_ms,2332.89,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:58:42-05:00,1.43
highlat,IPsec,classic,handshake_ms,2329.54,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:31:01-05:00,1.43
highlat,IPsec,classic,handshake_ms,2328.47,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T13:24:40-05:00,1.43
highlat,IPsec,classic,handshake_ms,2318.85,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:16:55-05:00,1.42
highlat,IPsec,classic,handshake_ms,2314.45,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:58:16-05:00,1.42
highlat,IPsec,classic,handshake_ms,2308.34,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:30:28-05:00,1.42
highlat,IPsec,classic,handshake_ms,2307.86,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:47:42-05:00,1.42
highlat,IPsec,classic,handshake_ms,2306.4,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:13:37-05:00,1.41
highlat,IPsec,classic,handshake_ms,2285.87,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:02:39-05:00,1.4
local,OpenVPN,hybrid,handshake_ms,5087.18,3567.62,3677.15,109.54,2472.24,4772.53,3630.27,3617.76,2025-10-25T16:07:26-05:00,1.4
highlat,IPsec,classic,handshake_ms,2265.6,898.0,946.98,48.99,408.12,1436.86,1630.31,915.82,2025-10-25T14:19:32-05:00,1.39
local,OpenVPN,hybrid,handshake_ms,4994.26,3567.62,3677.15,109.54,2472.24,4772.53,3630.27,3617.76,2025-10-25T16:07:17-05:00,1.38
adverse,WireGuard,hybrid,handshake_ms,8874.69,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:14:45-05:00,1.34
adverse,WireGuard,hybrid,handshake_ms,8797.45,6209.71,6392.98,183.27,4376.96,8225.73,6627.58,6330.68,2025-10-26T17:11:38-05:00,1.33
local,IPsec,hybrid,handshake_ms,588.04,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T21:42:01-05:00,1.32
local,OpenVPN,hybrid,handshake_ms,4782.07,3567.62,3677.15,109.54,2472.24,4772.53,3630.27,3617.76,2025-10-25T16:08:49-05:00,1.32
local,IPsec,hybrid,handshake_ms,567.56,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-27T00:06:10-05:00,1.27
local,IPsec,hybrid,handshake_ms,543.94,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-27T00:56:11-05:00,1.22
highlat,WireGuard,classic,handshake_ms,645.0,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:57:37-05:00,1.07
highlat,WireGuard,classic,handshake_ms,624.0,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:05:03-05:00,1.03
adverse,IPsec,hybrid,latency_ms,312.03,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:31:05-05:00,1.03
adverse,WireGuard,hybrid,latency_ms,311.73,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:50:44-05:00,1.03
highlat,WireGuard,classic,handshake_ms,620.0,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:52:55-05:00,1.03
adverse,WireGuard,hybrid,latency_ms,311.04,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:24:12-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.26,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:04:59-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.25,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:33:35-05:00,1.03
adverse,WireGuard,hybrid,latency_ms,311.01,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:09:14-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.2,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:56:39-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.2,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T12:00:40-05:00,1.03
adverse,WireGuard,classic,latency_ms,310.87,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:15:04-05:00,1.03
adverse,IPsec,classic,latency_ms,310.08,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:00:14-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.09,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:35:41-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.06,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:59:25-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.04,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:40:46-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.01,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T12:06:37-05:00,1.03
adverse,IPsec,hybrid,latency_ms,310.0,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:03:40-05:00,1.03
adverse,WireGuard,hybrid,latency_ms,310.73,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:57:56-05:00,1.03
adverse,OpenVPN,classic,latency_ms,310.28,302.71,303.04,0.33,299.46,306.29,302.93,302.86,2025-10-24T13:58:36-05:00,1.02
highlat,OpenVPN,classic,latency_ms,618.07,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:05:38-05:00,1.02
adverse,WireGuard,hybrid,latency_ms,310.02,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:13:56-05:00,1.02
adverse,WireGuard,classic,latency_ms,309.96,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:14:03-05:00,1.02
adverse,WireGuard,classic,latency_ms,309.68,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:09:02-05:00,1.02
highlat,IPsec,hybrid,latency_ms,616.49,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:49:31-05:00,1.02
highlat,IPsec,hybrid,latency_ms,616.34,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:41:09-05:00,1.02
highlat,WireGuard,classic,latency_ms,616.8,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:56:25-05:00,1.02
highlat,WireGuard,classic,latency_ms,616.68,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:41:36-05:00,1.02
adverse,IPsec,classic,latency_ms,308.56,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:14:00-05:00,1.02
adverse,IPsec,classic,latency_ms,308.55,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:18:24-05:00,1.02
adverse,WireGuard,hybrid,latency_ms,309.28,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T17:40:15-05:00,1.02
highlat,IPsec,classic,latency_ms,615.39,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:01:05-05:00,1.02
adverse,WireGuard,hybrid,latency_ms,309.1,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T16:40:33-05:00,1.02
highlat,WireGuard,classic,handshake_ms,616.0,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:09-05:00,1.02
adverse,OpenVPN,classic,latency_ms,308.94,302.71,303.04,0.33,299.46,306.29,302.93,302.86,2025-10-24T13:53:44-05:00,1.02
adverse,WireGuard,hybrid,latency_ms,308.71,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T18:22:17-05:00,1.02
adverse,IPsec,classic,latency_ms,307.52,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:24:08-05:00,1.02
adverse,WireGuard,classic,latency_ms,308.25,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:13:18-05:00,1.02
highlat,IPsec,classic,latency_ms,613.25,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:35:23-05:00,1.02
adverse,WireGuard,classic,handshake_ms,308.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:00-05:00,1.02
highlat,OpenVPN,classic,latency_ms,614.0,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:54:25-05:00,1.02
adverse,WireGuard,classic,latency_ms,307.98,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:09:26-05:00,1.02
highlat,IPsec,hybrid,latency_ms,613.17,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T22:14:16-05:00,1.02
highlat,OpenVPN,classic,latency_ms,613.86,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:16:52-05:00,1.02
highlat,IPsec,hybrid,latency_ms,613.05,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:40:14-05:00,1.02
highlat,IPsec,hybrid,latency_ms,613.02,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:47:39-05:00,1.02
highlat,IPsec,classic,latency_ms,612.88,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:08:01-05:00,1.02
highlat,IPsec,classic,latency_ms,612.76,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:48:51-05:00,1.02
adverse,IPsec,hybrid,latency_ms,307.08,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:54:51-05:00,1.02
highlat,IPsec,hybrid,latency_ms,612.79,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T22:18:13-05:00,1.02
highlat,IPsec,hybrid,latency_ms,612.76,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:10:16-05:00,1.02
highlat,IPsec,classic,latency_ms,612.64,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T15:00:43-05:00,1.02
