cond_profile,protocol,scheme,metric,value,Q1,Q3,IQR,lower_bound,upper_bound,group_mean,group_median,timestamp,ratio_to_mean
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:59-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:18-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:21-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:42-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:06:32-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:39-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:59-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:09:14-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:54-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:43-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:52-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:09-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:18-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:21-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:37-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:01-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:04-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:41-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:03-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:29-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:34-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:43-05:00,
adverse,WireGuard,classic,handshake_ms,,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:17:00-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:37:31-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T13:40:14-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:43:23-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T14:46:04-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T19:59:41-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T20:02:23-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:03:51-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T21:06:34-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:10:16-05:00,
highlat,IPsec,hybrid,handshake_ms,,822.93,840.08,17.14,651.48,1011.53,1429.18,830.35,2025-10-27T22:12:58-05:00,
highlat,OpenVPN,hybrid,handshake_ms,,13007.79,16267.15,3259.36,-19585.81,48860.75,15066.96,14291.04,2025-10-26T09:47:50-05:00,
highlat,OpenVPN,hybrid,handshake_ms,,13007.79,16267.15,3259.36,-19585.81,48860.75,15066.96,14291.04,2025-10-26T09:49:58-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:29:39-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:29:55-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:30:00-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:30:10-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:30:53-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:32:30-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:32:34-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:32:45-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:33:31-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:34:11-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:34:57-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:35:21-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:36:36-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:36:54-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:37:22-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:37:26-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:37:29-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:37:45-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:37:52-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:38:17-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:38:29-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:38:38-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:40:04-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:40:32-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:41:09-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:41:36-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:41:47-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:42:44-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:43:08-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:43:35-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:44:25-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:44:31-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:44:41-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:44:47-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:45:57-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:46:36-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:46:58-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:47:25-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:47:45-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:49:06-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:49:42-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:50:06-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:50:22-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:50:57-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:51:57-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:53:12-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:53:33-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:53:58-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:54:36-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:55:27-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:56:22-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:56:54-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:57:12-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:57:16-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:57:43-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:58:49-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:59:20-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:59:38-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T10:59:43-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:00:04-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:00:15-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:00:37-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:01:15-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:03:29-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:03:56-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:04-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:20-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:24-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:44-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:04:55-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:05:18-05:00,
highlat,WireGuard,classic,handshake_ms,,603.0,604.0,1.0,593.0,614.0,603.94,604.0,2025-10-24T11:05:45-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T22:40:55-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T22:43:37-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T23:46:30-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-26T23:49:13-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-27T00:51:55-05:00,
local,IPsec,hybrid,handshake_ms,,227.34,240.89,13.56,91.76,376.47,445.51,233.09,2025-10-27T00:54:38-05:00,
realistic,IPsec,hybrid,handshake_ms,,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T03:03:48-05:00,
realistic,IPsec,hybrid,handshake_ms,,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T03:06:31-05:00,
realistic,IPsec,hybrid,handshake_ms,,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T04:10:46-05:00,
realistic,IPsec,hybrid,handshake_ms,,323.33,343.65,20.32,120.18,546.8,12560.19,332.37,2025-10-27T07:45:30-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:19:12-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:19:20-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:20:21-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:20:41-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:23:04-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:25:35-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:28:28-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:31:45-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:36:29-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:36:44-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:38:05-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:39:23-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:47:41-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:52:07-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:56:56-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:03:25-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:03:45-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:04:13-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:04:47-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:07:11-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:10:13-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:12:49-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:17:03-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:22:27-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:23:06-05:00,
adverse,IPsec,classic,latency_ms,,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:24:18-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:17:45-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:20:27-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:23:33-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:26:15-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:27:16-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:29:58-05:00,
adverse,IPsec,hybrid,latency_ms,,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T12:36:10-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:25:10-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:27:46-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:30:09-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:30:47-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:37:37-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:38:59-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:40:00-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:41:25-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:44:15-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:49:35-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:50:54-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:54:58-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:56:43-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:58:17-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:59:25-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:59:42-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:06:01-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:07:03-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:09:10-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:10:04-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:18:22-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:20:54-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:22:31-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:24:00-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:24:17-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:27:56-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:30:37-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:30:53-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:34:56-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:36:15-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:38:38-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:39:26-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:39:35-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:41:41-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:44:11-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:44:19-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:45:12-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:45:51-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:48:05-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:50:02-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:50:33-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:52:02-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:52:19-05:00,
highlat,IPsec,classic,latency_ms,,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:55:07-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T13:37:31-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T13:40:14-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T14:43:23-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T14:46:04-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:59:41-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:02:23-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:03:51-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:06:34-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T22:10:16-05:00,
highlat,IPsec,hybrid,latency_ms,,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T22:12:58-05:00,
highlat,OpenVPN,hybrid,latency_ms,,904.83,1006.37,101.55,-110.66,2021.86,1015.57,942.83,2025-10-25T22:11:24-05:00,
highlat,OpenVPN,hybrid,latency_ms,,904.83,1006.37,101.55,-110.66,2021.86,1015.57,942.83,2025-10-25T22:17:40-05:00,
highlat,OpenVPN,hybrid,latency_ms,,904.83,1006.37,101.55,-110.66,2021.86,1015.57,942.83,2025-10-25T22:33:10-05:00,
highlat,OpenVPN,hybrid,latency_ms,,904.83,1006.37,101.55,-110.66,2021.86,1015.57,942.83,2025-10-25T22:50:18-05:00,
